source,titre,date,lien,texte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,8 août 2025,https://forbesafrique.com/tag/doing-business-benin/,"En cinq ans, la Banque Internationale pour l’Industrie et le Commerce (BIIC) s’est imposée comme le bras financier des pouvoirs publics béninois. Ancien patron pour l’Afrique francophone d’African Trade Insurance Agency et ex-dirigeant de la Caisse autonome d’amortissement du Bénin, Arsène Mahougnon Dansou en est le directeur général depuis juillet 2022. Pour Forbes Afrique, il décline la stratégie de cette banque, leader incontesté du paysage financier béninois.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,Août.2025,https://forbesafrique.com/business-des-faux-medicaments-combattre-la-pieuvre/,"Le trafic de faux médicaments provoque des catastrophes humaines comparables aux pires pathologies. Contre ce business plus rentable et moins risqué que le trafic de stupéfiants, des États tentent d’agir. La technologie fournit aussi des solutions concrètes. Enquête Par Emre SARI

Un banal rhume, suivi d’un banal sirop... En cette fin 2022, sans doute est-ce une simple visite chez le médecin ou le pharmacien du quartier qui précéda le drame. Soixante-dix enfants de Gambie ne s’en remettront jamais. À cette époque, l’Organisation mondiale de la santé (OMS) alerte sur la présence de composés toxiques – notamment de l’antigel – dans des « médicaments » contre la toux produits en Inde. De fait, la responsabilité de ces sirops sera confirmée quelques mois plus tard par une commission d’enquête nationale gambienne. Rien qu’en Afrique subsaharienne, les médicaments contrefaits et non conformes tueraient près de 500 000 personnes par an, dont 267 000 décès seraient liés uniquement à de faux antipaludéens, selon l’Office des Nations unies contre la drogue et le crime (ONUDC). Ce type de contrefaçon concerne toutes les classes de médicaments et tous les pays d’Afrique. Aux côtés des antipalu...

Si vous êtes déjà abonné.e, merci de vous connecter, ci-dessous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,Août.2025,https://forbesafrique.com/jean-louis-benae-nous-voulons-construire-un-centre-medical-dexcellence-en-afrique/,"Aux États-Unis où il vit depuis 1991, Jean-Louis Benae s’est imposé comme un pilier de la neurochirurgie. Ce médecin originaire du Cameroun conjugue excellence médicale et engagement humanitaire. À travers sa fondation Brain Project Africa, il fédère des experts de renom, dote les hôpitaux en matériel de pointe, et forme des neurochirurgiens. Son projet : créer un centre médical d’excellence en Afrique, où les prestations seront à la portée de tous. Propos Recueillis Par Patrick Ndungidi

Forbes Afrique : Quelles Sont Les Grandes Étapes de Votre Parcours ? Jean-Louis BENAE : Je suis arrivé aux États-Unis à 19 ans pour mes études universitaires. J’ai obtenu un Bachelor en sciences physiologiques à l’Université de Californie à Los Angeles (UCLA), puis un doctorat en médecine dans cette même université. Avant d’entamer ma spécialisation en neurochirurgie, j’ai effectué un an de recherche sur les traumatismes crâniens. J’ai ensuite intégré un programme de résidence de sept ans en neurochirurgie à Milwaukee, dans le Wisconsin. Mon premier poste fut à la Hattiesburg Clinic, dans le Mississippi, où j’ai exercé durant trois ans et demi. En 2013, je me suis installé à Dallas (Texas), où j...

Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain

La suite de cet article est réservée à nos membres inscrits. Si vous n'êtes pas encore membre, inscrivez-vous gratuitement et sans engagement.

Si vous êtes déjà inscrit.e, merci de vous connecter, ci-dessous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,Août.2025,https://forbesafrique.com/moringa-une-filiere-en-quete-de-structuration/,"Depuis quelques années, le moringa suscite un engouement croissant. Si pour le moment, cette plante est plus populaire auprès des riches amateurs de superaliments occidentaux que parmi les populations défavorisées des régions tropicales, elle porte les espoirs de filières agricoles durables, de santé publique et de développement économique local. Par Élodie Vermeil

C’était l’une des dernières batailles de Fidel Castro, fervent défenseur du moringa, qu’il cultivait dans sa ferme expérimentale et auquel il attribuait sa longévité : développer une production massive de moringa à Cuba pour l’utiliser dans l’alimentation de la population et du bétail, et mettre ses bienfaits au service du peuple haïtien après le séisme dévastateur de 2010. Au cours de cette décennie, la « plante miracle » riche en nutriments et antioxydants, commence à susciter l’intérêt de l’opinion publique occidentale, dans un contexte de diffusion d’une culture du bien-être ouvrant la voie à un marché estimé à 1 800 milliards de dollars en 2024 selon le cabinet McKinsey. Une dichotomie mettant à nu la fracture entre les pays en développement, où le moringa ou néverdier (de son nom anglais neverdie) représente un al...

Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain

La suite de cet article est réservée à nos membres inscrits. Si vous n'êtes pas encore membre, inscrivez-vous gratuitement et sans engagement.

Si vous êtes déjà inscrit.e, merci de vous connecter, ci-dessous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/actu/,"Le fournisseur d’accès à Internet par satellite américain Starlink poursuit son expansion en Afrique, avec une présence dans 22 pays. La filiale de la société SpaceX du milliardaire Elon Musk se déploie sur le continent depuis 2023. À ce jour, Starlink est disponible dans plus d’une vingtaine de pays africains. Le géant américain va-t-il faire disparaître les déserts numériques sur le continent ? Quels sont les enjeux de souveraineté numérique liés à cette innovation de rupture ? Comment réagissent les opérateurs traditionnels et les autorités publiques ? Elon Musk affole l’écosystème tech africain…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,Nov.2025,https://forbesafrique.com/fmct-construire-la-ville-africaine-durable-et-resiliente-de-demain/,"La Façade Maritime du Champ Triomphal ( FMCT ) est un aménageur durable et responsable de référence en Afrique. Créée en 2015 en tant que filiale du Fonds gabonais d’investissements stratégiques (FGIS) , elle est dédiée à l’aménagement durable du territoire gabonais pour sa population et les générations futures. Alignée sur les Objectifs de développement durable (ODD), la société a pour responsabilité la conception et le développement de projets d’infrastructures (urbaines et d’équipements) et de projets immobiliers, notamment sur le site de la Baie des Rois à Libreville.

Depuis dix ans, cette structure développe ainsi des projets durables de 50 à 200 hectares, en visant plusieurs objectifs : créer de la valeur ; attirer des investisseurs ; et bâtir des villes résilientes qui répondent aux enjeux de notre époque.

Chaque site est conçu pour optimiser le foncier, structurer une offre et générer des retombées économiques mesurables pour tous. Les projets développés par la FMCT associent des usages résidentiels, commerciaux, tertiaires, culturels et de loisirs, créant ainsi une dynamique des écosystèmes locaux.

Cette stratégie mobilise promoteurs, opérateurs privés et partenaires institutionnels autour d’actifs solides, tout en intégrant entreprises, emplois et compétences locales. Aménageur durable et responsable de référence en Afrique, la FMCT conçoit des projets qui transforment les espaces en villes résilientes.

La Baie des Rois en est un exemple concret : près de 80 milliards de francs CFA seront investis par la FMCT pour le développement des infrastructures durables et des aménagements du site.

Ces investissements seront complétés par plus de 800 milliards de francs CFA d’apports privés. L’ensemble du projet devrait générer plus de 20 000 emplois directs et indirects, contribuant ainsi à la dynamique économique et sociale du pays. Autant d’initiatives qui confirment le potentiel et la durabilité de La Baie des Rois. Ce projet a obtenu en 2023 une distinction majeure : le prix du « Meilleur nouveau méga-développement » au Marché International des Professionnels de l’Immobilier (MIPIM Awards). Il abrite également le premier bâtiment certifié EDGE en Afrique centrale, développé par la FMCT, garantissant une réduction de 20 % de la consommation d’énergie et d’eau par rapport à un bâtiment classique.

Ce modèle, est appliqué à l’ensemble des projets développés par la FMCT et illustre la capacité du Gabon à concevoir des infrastructures urbaines durables, adaptées à son contexte et ouvertes sur l’avenir. En réinventant le front de mer de Libreville, la FMCT confirme sa mission : bâtir des espaces de vie modernes, inclusifs et économiquement viables, au service des populations et du développement du pays.

Contacts : Tel: +241 076 50 11 52 I e-mail : contact-fmct@fcmt-gabon.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/author/la-redaction/,"Destination Business : Gabon Dossiers : Mobilité & Dynasties d’Affaires I Acteur – Starlink, la guerre des étoiles a commencé. Le géant américain va-t-il faire disparaître les déserts numériques sur le continent ? Gros plan sur un acteur qui affole l’écosystème tech africain. À la Une de cette édition, notre dossier consacré au Gabon. Ce pays, qui possède d’abondantes ressources naturelles et l’un des PIB par habitant les plus élevés d’Afrique subsaharienne, ambitionne de se positionner comme un modèle de résilience et de durabilité en Afrique centrale, en conjuguant réussite économique, justice sociale et fierté nationale. Au sommaire : analyses sectorielles (Ressources naturelles – Éducation – Tech – Transport – Énergies – Economie maritime – Industrie bancaire – Grande distribution – Tourisme), grands entretiens…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/brandvoice/brandvoice-brandvoice/,"Acteur majeur de l’aménagement urbain en Afrique, la FMCT, filiale du Fonds souverain gabonais, développe des projets rentables, capables de transformer durablement des territoires. En développant des sites stratégiques à grande échelle, l’entreprise associe planification urbaine, opportunité économique et attractivité du territoire. Sa vision : faire de l’aménagement un levier de croissance et de résilience, en mobilisant capitaux privés, savoir-faire technique et partenariats à forte valeur ajoutée.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/btp-infrastructures/,"Acteur majeur de l’aménagement urbain en Afrique, la FMCT, filiale du Fonds souverain gabonais, développe des projets rentables, capables de transformer durablement des territoires. En développant des sites stratégiques à grande échelle, l’entreprise associe planification urbaine, opportunité économique et attractivité du territoire. Sa vision : faire de l’aménagement un levier de croissance et de résilience, en mobilisant capitaux privés, savoir-faire technique et partenariats à forte valeur ajoutée.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,7 novembre 2025,https://forbesafrique.com/tag/btp-infrastructures/,"Acteur majeur de l’aménagement urbain en Afrique, la FMCT, filiale du Fonds souverain gabonais, développe des projets rentables, capables de transformer durablement des territoires. En développant des sites stratégiques à grande échelle, l’entreprise associe planification urbaine, opportunité économique et attractivité du territoire. Sa vision : faire de l’aménagement un levier de croissance et de résilience, en mobilisant capitaux privés, savoir-faire technique et partenariats à forte valeur ajoutée.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,Nov.2025,https://forbesafrique.com/rui-mendes-da-silva-cofondateur-de-kemet-automotive-notre-ambition-a-dix-ans-est-claire-faire-de-kemet-un-fleuron-industriel-africain/,"Rui Mendes Da Silva, 33 ans, est le cofondateur de Kemet Automotive, première marque de véhicules électriques made in Africa. Actuellement en quête de fonds pour entamer son développement industriel, la jeune société affiche son ambition : bâtir un écosystème complet alliant design local, stations solaires et formation d’ingénieurs. La commercialisation de ses premiers modèles – un tricyle, puis un SUV compact – est prévue à partir de 2026. Entretien réalisé par Olivia Yéré Daubrey

Forbes Afrique : Vous Avez Grandi en France, puis Travaillé entre l’Europe et les États-Unis avant de Revenir en Afrique. Qu’est-ce qui a été le Déclic pour tout Quitter et Lancer un Projet Industriel sur le Continent ? Rui Mendes Da Silva : Je suis d’origine bissau-guinéenne et sénégalaise, mais j’ai grandi en France. Plusieurs facteurs expliquent ce choix. D’abord, l’impact : tout entrepreneur cherche certes à générer des revenus, mais surtout à transformer la société et à améliorer le quotidien. Or, si l’innovation est abondante en Occident, c’est dans les pays du Sud – et en tant qu’Africain, sur mon propre continent – que l’impact peut être le plus fort. Ensuite, la quête de sens : je travaillais d...

Si vous êtes déjà abonné.e, merci de vous connecter, ci-dessous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/entretien/,"Rui Mendes Da Silva, 33 ans, est le cofondateur de Kemet Automotive, première marque de véhicules électriques made in Africa. Actuellement en quête de fonds pour entamer son développement industriel, la jeune société affiche son ambition : bâtir un écosystème complet alliant design local, stations solaires et formation d’ingénieurs. La commercialisation de ses premiers modèles – un tricyle, puis un SUV compact – est prévue à partir de 2026.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/innovation/,"Rui Mendes Da Silva, 33 ans, est le cofondateur de Kemet Automotive, première marque de véhicules électriques made in Africa. Actuellement en quête de fonds pour entamer son développement industriel, la jeune société affiche son ambition : bâtir un écosystème complet alliant design local, stations solaires et formation d’ingénieurs. La commercialisation de ses premiers modèles – un tricyle, puis un SUV compact – est prévue à partir de 2026.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/tag/article-abonne/,"Après une décélération en 2023, la taille du marché mondial du bois est remontée à 992,43 milliards de dollars en 2024. Malgré de profondes transformations de la demande, il devrait encore s’accroître selon Wood & Timber Products Market, sous le poids d’une urbanisation rapide. Qu’en est-il du marché africain ? Quelles sont les grandes tendances ? Décryptage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,Oct.2025,https://forbesafrique.com/ghislain-mboumba-dg-dafg-bank-gabon-notre-filiale-se-positionne-en-facilitateur-local-aupres-de-letat-et-des-acteurs-prives/,"Après un début de sa carrière chez Crédit Agricole, Ghislain Mboumba a intégré la Banque internationale pour le commerce et l'industrie du Gabon (BICIG) en 1996 comme chef de projets. Officiant comme directeur général adjoint au moment du rachat par le groupe AFG Holding en 2021, c’est tout naturellement qu’il s’est vu confier les commandes d’AFG Gabon en 2024. Pour Forbes Afrique, il se confie sur les performances de la banque, les enjeux du changement d’identité, et sa stratégie sur la place de Libreville. Propos Recueillis Par Kouza Kiénou

Forbes Afrique : Cinq Ans Après Son Rachat par le Groupe AFG Holding, Comment Se Porte AFG Gabon ? Ghislain Mboumba : Notre banque affiche une solide santé financière, une modernisation visible, une gouvernance affirmée, en ligne avec notre vision stratégique ambitieuse axée sur la digitalisation et de l’innovation. Nos performances ces cinq dernières années sont marquées par une augmentation continue des principaux indicateurs. Ainsi, entre 2020 et 2024, le résultat net a connu une hausse de 109 %, passant de 11,5 milliards de francs CFA à 24 milliards de francs CFA (de 17,6 à 36,5 millions d’euros). Quant au PNB, il a bondi de 62 % sur...

Si vous êtes déjà abonné.e, merci de vous connecter, ci-dessous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/banque-finance-2/,"Après un début de sa carrière chez Crédit Agricole, Ghislain Mboumba a intégré la Banque internationale pour le commerce et l’industrie du Gabon (BICIG) en 1996 comme chef de projets. Officiant comme directeur général adjoint au moment du rachat par le groupe AFG Holding en 2021, c’est tout naturellement qu’il s’est vu confier les commandes d’AFG Gabon en 2024. Pour Forbes Afrique, il se confie sur les performances de la banque, les enjeux du changement d’identité, et sa stratégie sur la place de Libreville.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/focus/doing-business/,"Après un début de sa carrière chez Crédit Agricole, Ghislain Mboumba a intégré la Banque internationale pour le commerce et l’industrie du Gabon (BICIG) en 1996 comme chef de projets. Officiant comme directeur général adjoint au moment du rachat par le groupe AFG Holding en 2021, c’est tout naturellement qu’il s’est vu confier les commandes d’AFG Gabon en 2024. Pour Forbes Afrique, il se confie sur les performances de la banque, les enjeux du changement d’identité, et sa stratégie sur la place de Libreville.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,Oct.2025,https://forbesafrique.com/investissements-europeens-en-afrique-de-laide-au-developpement-a-linvestissement-le-pari-du-global-gateway/,"Dans un monde qui se disloque, souligne Stefano Manservisi , ancien directeur général de la Coopération internationale et du développement (DEVCO), « il s’avère nécessaire de construire, là où c’est possible et là où les intérêts convergent, des alliances avec le Sud global, notamment avec l’Afrique. Le Global Gateway représente un ajustement qui s’inscrit dans cette logique ».

Lancée en 2021, « cette initiative vise à adopter une approche véritablement axée sur la stimulation de l’investissement, allant au-delà de la simple aide ou des subventions allouées à des projets, afin de mobiliser davantage les financements provenant des secteurs public et privé » , explique San Bilal, directeur exécutif auprès du Centre européen de gestion des politiques de développement (European Center for Development Policy Management/ECDPM).

« Cette initiative vise à adopter une approche véritablement axée sur la stimulation de l’investissement, allant au-delà de la simple aide ou des subventions allouées à des projets, afin de mobiliser davantage les financements provenant des secteurs public et privé »

Un changement d’approche résolument tourné vers l’économie, qui s’est accompagné d’une enveloppe estimée à 300 milliards d’euros – possiblement 400 milliards d’ici à 2027 –, dont 150 milliards rien que pour l’Afrique, à investir dans des secteurs allant du numérique aux infrastructures, en passant par la santé et l’énergie, où des projets notables sont déjà sortis de terre.

Dans le secteur pharmaceutique, l’ Union européenne (UE) , en partenariat avec l’Institut Pasteur, a appuyé la construction d’un site de production de vaccins près de Dakar, avec un budget de 86,8 millions d’euros, et l’ambition de produire plus de 300 millions de doses annuellement, afin de développer ce centre en un « vaccinopole » régional. « Un financement qui s’inscrit dans le projet baptisé MAV+, par lequel les autorités de Bruxelles soutiennent le continent dans sa volonté de développer sa souveraineté dans le domaine de la santé » , indique un expert franco-tchadien. Une initiative qui répond au souhait de l’ Union africaine (UA) de fabriquer localement 60 % des vaccins dont elle a besoin à l’horizon 2040, afin de renforcer l’écosystème pharmaceutique du continent, avec un financement total des partenaires européens à hauteur de 1,9 milliard d’euros.

« L’Union européenne (UE), en partenariat avec l’Institut Pasteur, a appuyé la construction d’un site de production de vaccins près de Dakar, avec un budget de 86,8 millions d’euros »

Plus au sud, la Banque européenne d’investissement (BEI) a consenti, sous forme de prêts, plus de 100 millions d’euros de financements au cours de ces trois dernières années pour développer la filière cacaoyère en Côte d’Ivoire, au Ghana et au Cameroun. Comme l’a souligné le commissaire au commerce et à la sécurité économique, Maroš Šefčovič , lors du « Global Gateway Forum », qui s’est tenu à Bruxelles les 9 et 10 octobre derniers, « nous sommes le premier importateur mondial de cacao. Près de 65 % des importations de cacao de l’UE proviennent de ces trois pays » , qui produisent à eux seuls plus de 70 % du cacao mondial. Pas étonnant, dans ce contexte, que la BEI ait annoncé, lors de ce même événement, vouloir investir plus de 300 millions d’euros supplémentaires au cours des trois prochaines années dans ces États d’Afrique de l’Ouest, afin de « sécuriser » son approvisionnement dans ces produits « stratégiques » pour l’industrie du Vieux Continent.

Toutefois, reconnaît San Bilal, « l’un des problèmes réside dans le fait que l’UE ne dispose pas, à ce jour, d’instruments adéquats pour mettre en œuvre la politique qu’elle souhaite conduire. L’initiative Global Gateway s’inscrit directement dans une logique de développement, en s’appuyant sur les outils de la coopération internationale. Ses projets sont donc encore principalement financés par l’aide publique au développement » . Or, constate Stefano Manservisi, conseiller senior chez Forward Global, « les fonds publics tendent à diminuer et, avec eux, les ressources pour l’aide publique au développement ». Une baisse qui, entre 2024 et 2025, a représenté 60 milliards d’euros dans le monde, en raison principalement du désengagement des Etats-Unis.

« L’initiative Global Gateway s’inscrit directement dans une logique de développement, en s’appuyant sur les outils de la coopération internationale »

De plus, les pays africains ne sont plus en recherche d’aide, mais de véritables partenariats. « Ils réclament, explique l’expert italien, des aides concrètes visant à améliorer les conditions de vie de leurs citoyens et à soutenir l’activité économique. Dans ce contexte, je crois que les instruments du Global Gateway doivent servir à faciliter les relations au niveau des entreprises, et que le rôle de la Commission et des États membres, ensemble, est d’expliquer, d’informer et de démontrer que l’investissement en Afrique est un investissement rentable ». Une observation qui semble avoir trouvé un écho auprès des décideurs à Bruxelles. Ainsi, le 8 octobre dernier, la Commission européenne a annoncé le lancement d’un Investment Hub pour renforcer la participation du secteur privé.

Ce dispositif centralisé devrait faciliter les projets d’investissement des entreprises européennes dans des régions partenaires telles que l’Afrique. Le Hub servira de point d’entrée unique pour les propositions d’investissement, en les reliant à un large éventail de soutiens financiers européens (Commission, BEI, institutions de développement, agences de crédit à l’exportation). Pour être éligibles, les projets devront représenter un investissement d’au moins 10 millions d’euros, dans des secteurs couverts par le Global Gateway, comme le transport ou l’énergie.

« Pour être éligibles, les projets devront représenter un investissement d’au moins 10 millions d’euros, dans des secteurs couverts par le Global Gateway, comme le transport ou l’énergie »

Un plateforme qui pourrait s’avérer utile, à condition, insiste Stefano Manservisi, « que les Africains puissent y siéger, afin de créer un espace où Européens et Africains participent ensemble aux décisions, définissent conjointement les actions à mener, le modèle à suivre, ainsi que les mécanismes de suivi et de contrôle ». Cela se produira-t-il ? Le prochain sommet UA-UE, attendu fin novembre en Angola, devrait en partie lever le voile sur cette question.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/economie/banque-bourse-finance/,"Portée par une croissance attendue de 3,5 % en 2025 et 4,3 % en 2026, au-dessus de la moyenne mondiale selon le FMI, l’Afrique confirme son statut de terre d’opportunités. Pour ne pas rester en marge, l’Union européenne (UE) mise sur son initiative Global Gateway, dotée d’une enveloppe de 150 milliards d’euros pour l’Afrique, ainsi que sur un Investment Hub censé dépasser la logique de l’aide au développement et dynamiser les investissements privés européens sur le continent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,,https://forbesafrique.com/economie/,"Portée par une croissance attendue de 3,5 % en 2025 et 4,3 % en 2026, au-dessus de la moyenne mondiale selon le FMI, l’Afrique confirme son statut de terre d’opportunités. Pour ne pas rester en marge, l’Union européenne (UE) mise sur son initiative Global Gateway, dotée d’une enveloppe de 150 milliards d’euros pour l’Afrique, ainsi que sur un Investment Hub censé dépasser la logique de l’aide au développement et dynamiser les investissements privés européens sur le continent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,Oct.2025,https://forbesafrique.com/era-dabla-norris-directrice-adjointe-du-departement-des-finances-publiques-du-fonds-monetaire-international-fmi-nombre-de-pays-pourraient-mobiliser-3-a-6-points-de-pib-supplementaires-sans-cree/,"Propos Recueillis par Olivia Yéré Daubrey

Era Dabla-Norris : De nombreuses administrations fiscales dans les pays à faible revenu, y compris en Afrique, cherchent à promouvoir ce qu’on appelle la compliance volontaire. Autrement dit, il s’agit de permettre aux contribuables et investisseurs de s’acquitter plus facilement de leurs obligations, tout en renforçant la capacité de l’administration fiscale à percevoir les recettes, sans recourir à des méthodes coercitives ou à une pression excessive.

Ces initiatives se concentrent sur plusieurs axes. D’abord, l’amélioration des cadres de gouvernance, afin que les administrations fiscales restent indépendantes de l’influence politique. C’est une sorte de « pare-feu » institutionnel. Ensuite, la modernisation des lois fiscales, pour trouver un équilibre entre la nécessité de collecter les recettes publiques et le respect des droits des contribuables.

Les administrations investissent aussi dans la simplification des procédures fiscales : par exemple, l’enregistrement électronique ou la mise à disposition de formulaires en ligne, afin de faciliter le respect des obligations. Elles travaillent également à renforcer la coordination entre administrations fiscales et judiciaires, car l’échange d’informations est essentiel. Enfin, il faut noter que de plus en plus de pays recourent aux outils numériques pour faciliter les contrôles et les enquêtes, mais aussi pour simplifier l’expérience des contribuables.

E. D.-N. : L’informalité peut prendre de nombreuses formes : certaines entreprises ne respectent que partiellement leurs obligations, ou encore des travailleurs employés dans le secteur formel voient seulement une partie de leurs revenus déclarés.

Pour y répondre, les pays africains déploient plusieurs stratégies : campagnes d’éducation et de sensibilisation pour expliquer l’importance du paiement des impôts et son lien direct avec les services publics ; adoption d’outils numériques (paiement mobile, enregistrement électronique) pour limiter les transactions en face-à-face ; ou encore procédures simplifiées (formulaires pré-remplis, comptabilité allégée) pour aider les petits entrepreneurs.

Les administrations fiscales utilisent aussi davantage les données de tiers afin de détecter les cas de non-conformité. Par exemple, avec la TVA, la chaîne de paiements génère une trace qui peut être croisée avec d’autres informations.

« Pour répondre [à l’informalité], les pays africains déploient plusieurs stratégies : campagnes d’éducation et de sensibilisation […] ; adoption d’outils numériques […] ; ou encore procédures simplifiées […] pour aider les petits entrepreneurs »

E. D.-N. : Leur rôle est crucial. Ils accompagnent les pays dans la formulation de politiques fiscales adaptées à leurs économies, mais aussi dans le renforcement des administrations : enquêtes efficaces, simplification des procédures, amélioration de la gouvernance, développement des capacités organisationnelles.

Le FMI, la Banque mondiale, l’OCDE et d’autres partenaires travaillent de manière coordonnée, notamment via la Plateforme de collaboration sur la fiscalité ou encore l’initiative Domestic Resource Mobilization. Au FMI, nous utilisons aussi des outils comme le TADAT (Tax Administration Diagnostic Assessment Tool), qui permet d’évaluer la performance des administrations fiscales par rapport aux meilleures pratiques, ou encore l’ ISORA , une enquête internationale conjointe avec d’autres institutions. L’idée est de délivrer des conseils cohérents et harmonisés.

« Le FMI, la Banque mondiale, l’OCDE et d’autres partenaires travaillent de manière coordonnée, notamment via la Plateforme de collaboration sur la fiscalité ou encore l’initiative Domestic Resource Mobilization »

E. D.-N. : Beaucoup de pays de la région présentent des contraintes institutionnelles fortes. Mais il est clair qu’il existe un potentiel considérable : des études du FMI montrent que les pays qui perçoivent moins de 15 % du PIB en recettes fiscales ont davantage de difficultés à financer les services publics et à se développer. Pourtant, nombre d’entre eux pourraient mobiliser 3 à 6 points de PIB supplémentaires sans créer une pression excessive.

Il n’y a pas de seuil universel applicable : chaque pays doit calibrer la collecte selon ses besoins (éducation, santé, infrastructures, protection sociale).

« Des études du FMI montrent que les pays qui perçoivent moins de 15 % du PIB en recettes fiscales ont davantage de difficultés à financer les services publics et à se développer »

E. D.-N. : Ces pays ont une caractéristique unique : l’existence d’un cadre monétaire et fiscal commun au sein des unions régionales. Cela facilite la coordination et l’harmonisation des politiques fiscales, notamment sur la TVA.

À l’avenir, ces mécanismes régionaux joueront un rôle clé. Les réformes prioritaires pourraient consister à rationaliser la base de la TVA, harmoniser les taux minimaux, ou encore limiter les exonérations fiscales, qui réduisent souvent les recettes sans bénéfice avéré.

« Les réformes prioritaires pourraient consister à rationaliser la base de la TVA, harmoniser les taux minimaux, ou encore limiter les exonérations fiscales »

En parallèle, l’amélioration de la qualité des administrations fiscales est essentielle. Les citoyens acceptent davantage de payer l’impôt lorsqu’ils ont confiance dans l’usage qui en est fait. Le lien entre recettes publiques et qualité des services rendus reste donc fondamental.

« L’amélioration de la qualité des administrations fiscales est essentielle »",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forbes Afrique,Le média de ceux qui construisent l'Afrique d'aujourd'hui et de demain,22 octobre 2025,https://forbesafrique.com/tag/finance/,"Directrice adjointe du département des finances publiques du FMI, Era Dabla-Norris supervise les travaux du rapport de suivi du Moniteur des finances publiques (Fiscal Monitor), le rapport phare du FMI publié le 15 octobre dernier. Dans cet entretien, elle dresse un état des lieux des outils à disposition des pouvoirs publics africains pour optimiser les … Lire la suite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
